Date,Price,Open,High,Low,Vol.,Change %
10/10/2023,5.45,5.32,5.47,5.32,15.66M,2.40%
10/9/2023,5.32,5.32,5.37,5.3,8.09M,0.00%
10/6/2023,5.32,5.31,5.34,5.29,20.45M,0.18%
10/5/2023,5.31,5.3,5.34,5.29,24.91M,0.19%
10/4/2023,5.3,5.3,5.32,5.28,19.66M,-0.18%
10/3/2023,5.31,5.31,5.36,5.29,14.46M,0.19%
10/2/2023,5.3,5.33,5.38,5.28,9.39M,-0.55%
9/29/2023,5.33,5.45,5.45,5.28,36.34M,-2.16%
9/27/2023,5.45,5.45,5.45,5.43,8.70M,0.00%
9/26/2023,5.45,5.44,5.47,5.43,12.93M,0.18%
9/25/2023,5.44,5.48,5.49,5.44,7.97M,-0.89%
9/22/2023,5.48,5.47,5.51,5.45,8.72M,0.00%
9/21/2023,5.48,5.52,5.53,5.46,13.14M,-0.53%
9/20/2023,5.51,5.47,5.53,5.45,10.52M,-2.26%
9/19/2023,5.64,5.67,5.68,5.62,8.42M,-0.17%
9/18/2023,5.65,5.64,5.66,5.63,7.81M,-0.35%
9/15/2023,5.67,5.59,5.67,5.58,21.88M,1.58%
9/14/2023,5.58,5.59,5.64,5.57,13.13M,-0.18%
9/13/2023,5.59,5.59,5.62,5.57,7.23M,0.00%
9/12/2023,5.59,5.59,5.62,5.56,8.34M,-0.18%
9/11/2023,5.6,5.55,5.61,5.55,5.19M,0.35%
9/8/2023,5.58,5.63,5.64,5.56,7.48M,-0.87%
9/7/2023,5.63,5.61,5.64,5.59,4.66M,0.35%
9/6/2023,5.61,5.51,5.63,5.51,12.52M,1.24%
9/5/2023,5.54,5.6,5.6,5.5,13.51M,-1.05%
9/4/2023,5.6,5.63,5.65,5.6,10.58M,-0.52%
9/1/2023,5.63,5.65,5.67,5.55,22.63M,1.95%
8/30/2023,5.52,5.51,5.59,5.51,16.60M,0.00%
8/29/2023,5.52,5.49,5.55,5.47,7.19M,0.54%
8/28/2023,5.49,5.5,5.52,5.47,5.80M,-0.18%
8/25/2023,5.5,5.49,5.5,5.45,4.32M,0.54%
8/24/2023,5.47,5.44,5.52,5.44,3.66M,0.00%
8/23/2023,5.47,5.47,5.48,5.44,6.28M,0.00%
8/22/2023,5.47,5.49,5.52,5.43,7.47M,-0.36%
8/21/2023,5.49,5.45,5.51,5.43,9.75M,0.90%
8/18/2023,5.45,5.53,5.53,5.41,18.01M,-1.60%
8/17/2023,5.53,5.59,5.59,5.53,13.52M,-1.57%
8/16/2023,5.62,5.54,5.64,5.53,12.33M,0.88%
8/15/2023,5.57,5.54,5.59,5.51,5.09M,0.53%
8/14/2023,5.54,5.5,5.55,5.45,6.50M,0.71%
8/11/2023,5.5,5.54,5.54,5.47,10.89M,-0.88%
8/10/2023,5.55,5.54,5.56,5.49,7.22M,0.18%
8/9/2023,5.54,5.49,5.54,5.45,18.47M,0.89%
8/8/2023,5.49,5.42,5.51,5.36,9.50M,1.45%
8/7/2023,5.42,5.41,5.43,5.36,4.21M,0.36%
8/4/2023,5.4,5.36,5.41,5.34,3.42M,0.73%
8/3/2023,5.36,5.38,5.38,5.32,4.49M,-0.18%
8/2/2023,5.37,5.4,5.41,5.35,9.70M,-0.91%
8/1/2023,5.42,5.45,5.45,5.37,10.93M,-0.54%
7/31/2023,5.45,5.4,5.49,5.4,13.11M,0.91%
7/28/2023,5.4,5.36,5.43,5.32,11.37M,0.00%
7/27/2023,5.4,5.35,5.45,5.32,18.96M,0.36%
7/26/2023,5.38,5.33,5.39,5.33,17.16M,0.92%
7/25/2023,5.33,5.28,5.35,5.26,21.18M,1.50%
7/24/2023,5.25,5.2,5.26,5.15,10.77M,0.94%
7/21/2023,5.2,5.17,5.21,5.11,13.85M,1.53%
7/20/2023,5.12,5.12,5.18,5.07,9.27M,0.00%
7/18/2023,5.12,5.2,5.2,5.11,5.57M,-1.32%
7/17/2023,5.19,5.21,5.22,5.16,5.34M,-0.19%
7/14/2023,5.2,5.13,5.24,5.1,28.53M,1.92%
7/13/2023,5.1,5.12,5.17,5.1,6.79M,-0.38%
7/12/2023,5.12,5.11,5.15,5.06,10.34M,0.19%
7/11/2023,5.11,5.11,5.13,5.06,14.83M,0.39%
7/10/2023,5.09,5.06,5.1,5.05,11.89M,0.58%
7/7/2023,5.06,5.08,5.11,5.04,12.09M,-0.96%
7/6/2023,5.11,5.08,5.12,5.03,5.70M,0.58%
7/5/2023,5.08,5.1,5.12,5.07,6.37M,-0.38%
7/4/2023,5.1,5.02,5.12,5.02,6.22M,0.78%
7/3/2023,5.06,5,5.08,4.98,6.66M,1.98%
6/30/2023,4.96,4.99,5.03,4.94,26.45M,-1.75%
6/28/2023,5.05,5.05,5.11,5.03,9.89M,0.00%
6/27/2023,5.05,5.09,5.1,5.02,13.22M,-0.77%
6/26/2023,5.09,5.11,5.15,5.04,11.32M,-0.38%
6/23/2023,5.11,5.15,5.17,5.08,8.00M,-0.57%
6/22/2023,5.14,5.11,5.22,5.11,12.60M,-0.19%
6/21/2023,5.15,5.04,5.17,5.01,26.41M,2.14%
6/20/2023,5.04,4.98,5.08,4.91,12.13M,1.18%
6/19/2023,4.98,4.89,5.04,4.87,11.55M,2.01%
6/16/2023,4.89,4.91,4.93,4.85,58.89M,-0.40%
6/15/2023,4.91,4.91,4.93,4.89,10.26M,0.20%
6/14/2023,4.9,4.91,4.93,4.87,9.12M,0.00%
6/13/2023,4.9,4.92,4.93,4.85,18.91M,-0.60%
6/12/2023,4.93,4.86,4.97,4.86,17.01M,1.41%
6/9/2023,4.86,4.82,4.9,4.81,7.63M,1.02%
6/8/2023,4.81,4.81,4.85,4.75,13.85M,0.00%
6/7/2023,4.81,4.76,4.84,4.74,13.22M,0.41%
6/6/2023,4.79,4.72,4.81,4.72,11.37M,1.46%
6/2/2023,4.72,4.76,4.79,4.71,13.61M,-1.03%
6/1/2023,4.77,4.73,4.8,4.72,21.15M,0.83%
5/31/2023,4.73,4.79,4.83,4.71,86.11M,-1.43%
5/30/2023,4.8,4.8,4.84,4.79,11.60M,0.00%
5/29/2023,4.8,4.83,4.86,4.79,9.32M,-0.20%
5/26/2023,4.81,4.87,4.89,4.81,7.66M,-1.21%
5/25/2023,4.87,4.91,4.91,4.86,10.32M,-0.40%
5/24/2023,4.89,4.91,4.91,4.86,8.31M,-0.60%
5/23/2023,4.92,4.93,4.94,4.89,11.28M,-0.79%
5/22/2023,4.95,4.92,4.97,4.9,13.13M,0.60%
5/19/2023,4.93,4.9,4.93,4.87,7.92M,0.20%
5/18/2023,4.92,4.9,4.92,4.87,4.83M,0.60%
5/17/2023,4.89,4.9,4.93,4.89,9.41M,-0.20%
5/16/2023,4.9,4.89,4.93,4.88,12.21M,0.20%
5/15/2023,4.89,4.88,4.92,4.87,6.76M,0.61%
5/12/2023,4.86,4.9,4.91,4.86,18.49M,0.00%
5/11/2023,4.86,4.93,4.96,4.86,20.25M,-1.39%
5/10/2023,4.93,4.99,5.02,4.93,17.77M,-1.76%
5/9/2023,5.01,5.05,5.05,4.99,12.55M,-0.97%
5/8/2023,5.06,5.03,5.09,5.03,7.90M,0.58%
5/5/2023,5.03,4.98,5.05,4.96,7.62M,1.18%
5/3/2023,4.97,4.99,5.01,4.93,14.48M,-0.39%
5/2/2023,4.99,4.96,5.01,4.93,12.50M,0.59%
4/28/2023,4.96,4.99,5.02,4.95,4.94M,-0.20%
4/27/2023,4.97,4.96,5.03,4.93,11.81M,0.40%
4/26/2023,4.95,5.05,5.05,4.93,12.02M,-2.13%
4/25/2023,5.06,5.05,5.08,5.03,9.81M,-0.58%
4/20/2023,5.09,5.11,5.12,5.08,10.53M,-0.57%
4/19/2023,5.12,5.12,5.14,5.09,7.01M,-0.57%
4/18/2023,5.15,5.16,5.17,5.12,2.45M,-0.19%
4/17/2023,5.16,5.12,5.17,5.12,5.65M,0.57%
4/14/2023,5.13,5.12,5.15,5.1,6.58M,0.58%
4/13/2023,5.1,5.15,5.16,5.1,12.04M,-0.76%
4/12/2023,5.14,5.15,5.17,5.07,9.45M,0.38%
4/11/2023,5.12,5.08,5.18,5.08,8.10M,0.77%
4/10/2023,5.08,5.07,5.11,5.06,5.56M,0.39%
4/7/2023,5.06,5.15,5.15,5.06,6.91M,-1.90%
4/6/2023,5.16,5.23,5.24,5.12,6.15M,-0.94%
4/5/2023,5.21,5.24,5.24,5.18,1.96M,-0.38%
4/4/2023,5.23,5.2,5.25,5.18,3.72M,0.57%
4/3/2023,5.2,5.21,5.24,5.17,3.04M,-0.19%
3/31/2023,5.21,5.27,5.29,5.18,8.56M,-0.75%
3/30/2023,5.25,5.18,5.28,5.13,12.46M,0.75%
3/29/2023,5.21,5.13,5.24,5.12,7.07M,1.92%
3/28/2023,5.11,5.1,5.12,5.06,5.67M,0.97%
3/27/2023,5.06,5.08,5.09,5.04,7.91M,-0.58%
3/24/2023,5.09,5.13,5.15,5.07,11.18M,-0.38%
3/23/2023,5.11,5.09,5.12,5.05,9.58M,0.19%
3/22/2023,5.1,5.11,5.15,5.08,13.50M,0.19%
3/21/2023,5.09,5.08,5.15,5.08,3.42M,0.78%
3/20/2023,5.05,5.11,5.12,5.03,8.22M,-1.34%
3/17/2023,5.12,5.08,5.15,5.07,16.93M,1.36%
3/16/2023,5.05,5.07,5.08,5.01,10.81M,-1.53%
3/15/2023,5.13,5.1,5.15,5.08,19.09M,1.16%
3/14/2023,5.07,5.21,5.23,5.07,18.78M,-3.00%
3/13/2023,5.23,5.18,5.28,5.01,10.02M,-1.84%
3/10/2023,5.33,5.4,5.43,5.32,11.70M,-1.27%
3/9/2023,5.4,5.46,5.49,5.38,7.84M,-1.26%
3/8/2023,5.46,5.45,5.49,5.44,8.21M,0.36%
3/7/2023,5.45,5.45,5.49,5.42,7.42M,-0.72%
3/6/2023,5.48,5.48,5.53,5.45,6.50M,0.00%
3/3/2023,5.48,5.5,5.52,5.47,6.81M,0.18%
3/2/2023,5.47,5.47,5.49,5.45,8.77M,-0.71%
3/1/2023,5.51,5.5,5.53,5.45,11.18M,0.18%
2/28/2023,5.5,5.42,5.51,5.4,24.36M,1.26%
2/27/2023,5.44,5.38,5.46,5.38,14.96M,1.28%
2/24/2023,5.37,5.36,5.39,5.34,9.79M,0.00%
2/23/2023,5.37,5.36,5.37,5.35,11.71M,0.00%
2/22/2023,5.37,5.35,5.42,5.34,16.48M,0.55%
2/21/2023,5.34,5.32,5.36,5.32,7.63M,0.37%
2/20/2023,5.32,5.3,5.33,5.3,12.60M,0.37%
2/17/2023,5.3,5.34,5.34,5.3,19.11M,-0.55%
2/16/2023,5.33,5.34,5.37,5.31,13.48M,0.00%
2/15/2023,5.33,5.31,5.36,5.29,7.52M,0.37%
2/14/2023,5.31,5.37,5.41,5.29,8.49M,-0.55%
2/13/2023,5.34,5.3,5.38,5.29,11.97M,1.30%
2/10/2023,5.27,5.27,5.34,5.26,9.08M,0.00%
2/9/2023,5.27,5.29,5.34,5.25,20.47M,-0.56%
2/8/2023,5.3,5.45,5.46,5.28,27.00M,-3.23%
2/7/2023,5.47,5.5,5.56,5.45,17.30M,-1.41%
2/3/2023,5.55,5.59,5.59,5.49,19.97M,-0.70%
2/2/2023,5.59,5.64,5.64,5.56,16.39M,-0.87%
1/31/2023,5.64,5.66,5.66,5.62,17.05M,-0.52%
1/30/2023,5.67,5.63,5.69,5.58,14.51M,0.70%
1/27/2023,5.63,5.61,5.66,5.57,10.00M,0.35%
1/26/2023,5.61,5.67,5.67,5.55,18.41M,-1.04%
1/25/2023,5.67,5.67,5.68,5.62,7.64M,0.17%
1/20/2023,5.66,5.64,5.67,5.62,10.15M,1.41%
1/19/2023,5.58,5.63,5.64,5.53,18.88M,-0.52%
1/18/2023,5.61,5.64,5.67,5.58,17.26M,-0.87%
1/17/2023,5.66,5.65,5.66,5.63,6.57M,0.17%
1/16/2023,5.65,5.67,5.67,5.61,9.62M,-0.35%
1/13/2023,5.67,5.66,5.69,5.63,10.37M,0.52%
1/12/2023,5.64,5.66,5.69,5.64,9.17M,-0.35%
1/11/2023,5.66,5.61,5.67,5.61,10.32M,0.87%
1/10/2023,5.61,5.59,5.64,5.58,11.43M,0.18%
1/9/2023,5.6,5.57,5.61,5.56,14.19M,0.71%
1/6/2023,5.56,5.59,5.67,5.54,7.52M,-1.05%
1/5/2023,5.62,5.55,5.66,5.55,15.20M,1.42%
1/4/2023,5.54,5.59,5.67,5.53,9.81M,-0.88%
1/3/2023,5.59,5.69,5.69,5.57,5.72M,-1.72%
12/30/2022,5.69,5.74,5.77,5.63,18.26M,0.00%
12/29/2022,5.69,5.54,5.7,5.48,8.23M,2.65%
12/28/2022,5.54,5.53,5.61,5.45,15.00M,0.00%
12/27/2022,5.54,5.66,5.66,5.48,23.53M,-1.57%
12/23/2022,5.63,5.69,5.69,5.57,5.54M,-0.69%
12/22/2022,5.67,5.7,5.7,5.65,5.55M,-0.17%
12/21/2022,5.68,5.68,5.73,5.67,5.37M,-0.52%
12/20/2022,5.71,5.64,5.73,5.64,9.36M,0.69%
12/19/2022,5.67,5.73,5.75,5.66,9.74M,0.00%
12/16/2022,5.67,5.63,5.72,5.61,18.38M,0.52%
12/15/2022,5.64,5.71,5.71,5.63,17.51M,-1.37%
12/14/2022,5.72,5.68,5.74,5.63,17.03M,1.22%
12/13/2022,5.65,5.69,5.69,5.6,7.71M,0.35%
12/12/2022,5.63,5.54,5.65,5.51,22.96M,1.59%
12/9/2022,5.54,5.51,5.56,5.5,16.24M,0.71%
12/8/2022,5.5,5.54,5.57,5.47,20.61M,-0.88%
12/7/2022,5.55,5.46,5.61,5.45,42.96M,1.62%
12/6/2022,5.46,5.49,5.5,5.44,33.42M,-1.24%
12/5/2022,5.53,5.53,5.55,5.46,16.62M,0.00%
12/2/2022,5.53,5.55,5.57,5.49,15.99M,-1.91%
12/1/2022,5.64,5.71,5.74,5.62,14.36M,-0.86%
11/30/2022,5.69,5.7,5.7,5.63,48.77M,-0.34%
11/29/2022,5.71,5.69,5.78,5.67,31.38M,0.34%
11/25/2022,5.69,5.74,5.79,5.6,32.91M,-2.04%
11/24/2022,5.81,5.48,5.84,5.47,48.68M,6.53%
11/23/2022,5.45,5.39,5.48,5.39,15.40M,0.00%
11/22/2022,5.45,5.44,5.48,5.43,7.89M,0.00%
11/21/2022,5.45,5.29,5.46,5.27,15.03M,1.85%
11/17/2022,5.35,5.29,5.36,5.29,17.19M,1.12%
11/16/2022,5.29,5.35,5.35,5.25,27.10M,-1.11%
11/15/2022,5.35,5.4,5.42,5.34,12.10M,-1.46%
11/14/2022,5.43,5.45,5.47,5.4,10.71M,-0.54%
11/11/2022,5.46,5.51,5.51,5.42,15.00M,0.73%
11/10/2022,5.42,5.39,5.47,5.35,10.92M,0.74%
11/9/2022,5.38,5.36,5.44,5.36,24.82M,0.37%
11/8/2022,5.36,5.32,5.36,5.27,14.30M,1.31%
11/7/2022,5.29,5.31,5.37,5.28,11.92M,-0.37%
11/4/2022,5.31,5.34,5.35,5.27,20.54M,0.37%
11/3/2022,5.29,5.43,5.46,5.28,16.85M,-2.55%
11/2/2022,5.43,5.42,5.5,5.38,16.46M,0.18%
11/1/2022,5.42,5.44,5.47,5.39,18.25M,-0.72%
10/31/2022,5.46,5.5,5.58,5.42,23.55M,-0.72%
10/28/2022,5.5,5.54,5.59,5.47,14.09M,-0.71%
10/27/2022,5.54,5.49,5.55,5.49,16.22M,0.90%
10/26/2022,5.49,5.53,5.54,5.46,21.89M,-0.72%
10/25/2022,5.53,5.47,5.54,5.46,23.37M,1.08%
10/21/2022,5.47,5.44,5.49,5.43,17.94M,0.55%
10/20/2022,5.44,5.34,5.44,5.33,27.43M,2.04%
10/19/2022,5.33,5.2,5.33,5.2,11.80M,2.67%
10/18/2022,5.2,5.26,5.3,5.18,8.97M,-0.94%
10/17/2022,5.24,5.28,5.28,5.19,10.11M,0.00%
10/14/2022,5.24,5.29,5.32,5.24,17.29M,0.00%
10/13/2022,5.24,5.28,5.29,5.22,18.51M,0.00%
10/12/2022,5.24,5.23,5.32,5.21,19.57M,0.19%
10/11/2022,5.23,5.16,5.24,5.16,19.74M,0.76%
10/7/2022,5.2,5.21,5.24,5.19,11.17M,-0.19%
10/6/2022,5.21,5.2,5.25,5.19,12.13M,0.00%
10/5/2022,5.21,5.2,5.24,5.19,11.45M,0.57%
10/4/2022,5.18,5.09,5.19,5.09,8.28M,2.15%
10/3/2022,5.07,5.06,5.13,5.04,23.73M,-0.19%
9/30/2022,5.08,5.08,5.13,5.03,16.41M,-0.39%
9/29/2022,5.1,5.13,5.13,5.08,16.27M,0.78%
9/28/2022,5.06,5.07,5.12,5.04,24.46M,-2.67%
9/27/2022,5.2,5.24,5.28,5.2,23.90M,-0.94%
9/26/2022,5.24,5.33,5.33,5.21,18.67M,-1.67%
9/23/2022,5.33,5.34,5.37,5.29,21.00M,0.19%
9/22/2022,5.32,5.36,5.38,5.28,18.53M,-1.28%
9/21/2022,5.39,5.42,5.42,5.35,11.98M,-0.55%
9/20/2022,5.42,5.39,5.49,5.39,18.24M,1.11%
9/19/2022,5.36,5.34,5.39,5.31,27.45M,0.93%
9/15/2022,5.31,5.37,5.41,5.3,19.37M,-0.37%
9/14/2022,5.33,5.34,5.41,5.32,10.68M,-1.10%
9/13/2022,5.39,5.42,5.46,5.35,12.65M,-0.37%
9/12/2022,5.41,5.38,5.44,5.38,7.17M,0.55%
9/9/2022,5.38,5.38,5.41,5.34,10.67M,0.74%
9/8/2022,5.34,5.35,5.39,5.26,18.74M,0.00%
9/7/2022,5.34,5.4,5.41,5.33,8.49M,-1.10%
9/6/2022,5.4,5.42,5.45,5.38,6.77M,-0.36%
9/5/2022,5.42,5.44,5.46,5.41,7.48M,-0.36%
9/2/2022,5.44,5.41,5.46,5.41,13.01M,0.36%
9/1/2022,5.42,5.27,5.46,5.27,23.85M,2.05%
8/30/2022,5.31,5.32,5.38,5.3,20.98M,-0.56%
8/29/2022,5.34,5.33,5.39,5.25,8.18M,-1.10%
8/26/2022,5.4,5.33,5.4,5.3,11.17M,1.11%
8/25/2022,5.34,5.31,5.34,5.29,10.25M,0.75%
8/24/2022,5.3,5.24,5.35,5.23,8.28M,1.52%
8/23/2022,5.22,5.24,5.24,5.2,12.24M,-0.56%
8/22/2022,5.25,5.3,5.34,5.24,19.06M,-2.03%
8/19/2022,5.36,5.42,5.43,5.32,5.48M,-0.91%
8/18/2022,5.41,5.38,5.43,5.37,14.09M,0.37%
8/17/2022,5.39,5.38,5.4,5.37,7.67M,0.00%
8/16/2022,5.39,5.38,5.4,5.36,14.47M,0.37%
8/15/2022,5.37,5.37,5.39,5.32,9.59M,0.00%
8/12/2022,5.37,5.31,5.39,5.31,14.38M,1.12%
8/11/2022,5.31,5.24,5.33,5.24,18.35M,1.32%
8/10/2022,5.24,5.24,5.25,5.21,11.93M,0.19%
8/9/2022,5.23,5.22,5.26,5.21,8.50M,0.19%
8/8/2022,5.22,5.2,5.24,5.18,10.15M,0.57%
8/5/2022,5.2,5.2,5.21,5.16,7.33M,0.00%
8/4/2022,5.2,5.17,5.22,5.17,15.57M,0.38%
8/3/2022,5.18,5.18,5.18,5.14,10.99M,-0.38%
8/2/2022,5.2,5.18,5.21,5.18,7.62M,0.00%
8/1/2022,5.2,5.16,5.21,5.16,5.37M,0.77%
7/29/2022,5.16,5.21,5.24,5.12,10.19M,-1.33%
7/28/2022,5.22,5.18,5.23,5.15,11.65M,1.15%
7/27/2022,5.17,5.13,5.17,5.12,8.10M,0.38%
7/26/2022,5.15,5.15,5.16,5.12,5.62M,-0.38%
7/25/2022,5.17,5.16,5.18,5.13,4.81M,-0.57%
7/22/2022,5.2,5.13,5.2,5.12,14.68M,1.74%
7/21/2022,5.11,5.06,5.13,5.06,10.88M,1.38%
7/20/2022,5.04,5.05,5.06,5.02,6.87M,-0.20%
7/19/2022,5.05,5.03,5.05,5.02,6.48M,0.20%
7/18/2022,5.04,5.02,5.06,4.99,7.18M,0.79%
7/15/2022,5,5.05,5.05,4.98,8.31M,-0.98%
7/14/2022,5.05,5.01,5.05,5,6.34M,0.20%
7/13/2022,5.04,5.04,5.06,5.02,6.93M,-0.59%
7/12/2022,5.07,5.08,5.08,5.03,6.18M,-0.39%
7/8/2022,5.09,5.04,5.09,5.03,9.78M,0.98%
